program_id,program_name,field_tags,mentor_id,mentor_name,expertise_tags,languages,education_background,years_experience,institution_id,institution_name,overall_ranking
535,Education,Information Technology;Education,33,Grace Nguyen,Education;Information Technology;Marketing,Mandarin,Master,17,18,Monash University,360
535,Education,Information Technology;Education,34,Maya Martin,Film;Education;Design;Public Health,Nepali,Master,1,18,Monash University,360
535,Education,Information Technology;Education,35,Sam Omar,Public Health;Law;Nursing,English;Italian;Russian,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,36,Julia Martinez,Information Technology;Psychology,German,Bachelor,15,18,Monash University,360
535,Education,Information Technology;Education,37,Jorge Wang,Architecture;Artificial Intelligence;Film,Indonesian,Bachelor,12,18,Monash University,360
535,Education,Information Technology;Education,38,Mei Fernandez,Banking;Renewable Energy,German;Russian;English,PhD,7,18,Monash University,360
535,Education,Information Technology;Education,39,Dinesh Lopez,Marketing;Banking,Russian;French,Master,18,18,Monash University,360
535,Education,Information Technology;Education,40,Keiko Akhtar,Accounting;International Law;Education;Design,Thai,Bachelor,19,18,Monash University,360
535,Education,Information Technology;Education,41,Wei Choi,Marketing;Public Health;Design;Engineering,Urdu,Master,4,18,Monash University,360
535,Education,Information Technology;Education,42,Nadia Huang,Environmental Science;Sustainable Design;Marketing,Russian;Arabic,Master,10,18,Monash University,360
535,Education,Information Technology;Education,43,Jacob Liu,Engineering;Information Technology;Ecology;Data Science,English,Bachelor,3,18,Monash University,360
535,Education,Information Technology;Education,44,Qiang Johnson,Education;Law;Artificial Intelligence,Spanish;Vietnamese,PhD,16,18,Monash University,360
535,Education,Information Technology;Education,45,Ethan Miller,Design;Law,Korean,Bachelor,7,18,Monash University,360
535,Education,Information Technology;Education,46,Elena Fisher,Education;Design;Business,Mandarin,Mixed,5,18,Monash University,360
535,Education,Information Technology;Education,47,Mohammed Green,Environmental Science;International Law;Law,Mandarin;Spanish;Thai,Master,14,18,Monash University,360
535,Education,Information Technology;Education,48,Aisha Chan,Design;Banking,Spanish;Japanese;Korean,Bachelor,9,18,Monash University,360
535,Education,Information Technology;Education,49,Theo Singh,Computer Science;Banking,Nepali,PhD,15,18,Monash University,360
535,Education,Information Technology;Education,50,Rosa Brown,Law;Engineering;Ecology;Artificial Intelligence,Thai;Nepali,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,51,Karan Gupta,Psychology;Marketing;Law,Indonesian,PhD,2,18,Monash University,360
535,Education,Information Technology;Education,52,Aisha Singh,Computer Science;Marketing;Environmental Science,Hindi,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,53,Liam Rahman,Nursing;Education;Business,English,Bachelor,11,18,Monash University,360
535,Education,Information Technology;Education,54,Suresh Taylor,Psychology;Public Health;Nursing,Indonesian;Thai,Bachelor,9,18,Monash University,360
535,Education,Information Technology;Education,55,David Davis,Nursing;Banking,Arabic;Italian;Mandarin,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,56,Soojin Kumar,Nursing;Finance;Psychology,French;Thai,Master,2,18,Monash University,360
535,Education,Information Technology;Education,57,Marcus Zhang,Renewable Energy;Ecology;Artificial Intelligence,Korean;Russian;Thai,Master,4,18,Monash University,360
535,Education,Information Technology;Education,58,Wei Wang,Artificial Intelligence;Data Science;Engineering;Sustainable Design,Mandarin;Hindi,Master,5,18,Monash University,360
535,Education,Information Technology;Education,59,Owen Wilson,Sustainable Design;Law;Cybersecurity;Computer Science,Indonesian;Urdu,Master,19,18,Monash University,360
535,Education,Information Technology;Education,60,Chen Kumar,Banking;Education;Law;Marketing,French;Indonesian;Mandarin,Master,1,18,Monash University,360
535,Education,Information Technology;Education,61,Liam Rahman,Engineering;Sustainable Design;Public Health;Accounting,Thai;Mandarin;Arabic,Master,10,18,Monash University,360
535,Education,Information Technology;Education,62,Lucia Patel,International Law;Architecture,Urdu;Italian;Vietnamese,PhD,16,18,Monash University,360
535,Education,Information Technology;Education,63,Zoe Miller,Law;Environmental Science,Korean,Bachelor,11,18,Monash University,360
535,Education,Information Technology;Education,64,Lara Green,Public Health;Cybersecurity;Psychology;Computer Science,English;Korean;Arabic,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,65,Benjamin Rodriguez,International Law;Architecture,Korean,Mixed,15,18,Monash University,360
535,Education,Information Technology;Education,66,Chen Yang,Psychology;Engineering;Accounting,Italian;English;Japanese,Bachelor,3,18,Monash University,360
535,Education,Information Technology;Education,67,Suraj Yang,Computer Science;Ecology;Architecture,Arabic;Nepali;Korean,Bachelor,6,18,Monash University,360
535,Education,Information Technology;Education,68,Hanna Gupta,Finance;Ecology;Renewable Energy;Design,Mandarin;Korean;Urdu,PhD,9,18,Monash University,360
535,Education,Information Technology;Education,69,Suraj Kim,Nursing;Finance;Accounting,Nepali;German;Korean,Master,8,18,Monash University,360
535,Education,Information Technology;Education,70,Alice Lopez,Film;Accounting,English;Indonesian;Japanese,Mixed,18,18,Monash University,360
535,Education,Information Technology;Education,71,Maya Baker,Ecology;Information Technology;Business;Public Health,Arabic,Mixed,11,18,Monash University,360
535,Education,Information Technology;Education,72,Aisha Rahman,Finance;Data Science;International Law,Spanish,Mixed,5,18,Monash University,360
535,Education,Information Technology;Education,73,Dinesh Hernandez,Psychology;Nursing;International Law;Engineering,Japanese;Italian,Mixed,5,18,Monash University,360
535,Education,Information Technology;Education,74,Ava Smith,Banking;Law;Cybersecurity,Spanish,PhD,16,18,Monash University,360
535,Education,Information Technology;Education,75,Tom Hernandez,Engineering;Banking,English;Mandarin,Bachelor,4,18,Monash University,360
535,Education,Information Technology;Education,76,Aiden Trivedi,Finance;Marketing;Design;Information Technology,Japanese,Mixed,14,18,Monash University,360
535,Education,Information Technology;Education,77,Arjun Jones,Accounting;Ecology,Hindi;German,Bachelor,18,18,Monash University,360
535,Education,Information Technology;Education,78,Aiden Le,Accounting;Environmental Science;International Law,French,Master,14,18,Monash University,360
535,Education,Information Technology;Education,79,Wei Xu,Sustainable Design;Ecology;International Law,German,PhD,15,18,Monash University,360
535,Education,Information Technology;Education,80,Benjamin Jackson,Business;Architecture;Renewable Energy;Psychology,Japanese,Mixed,14,18,Monash University,360
535,Education,Information Technology;Education,81,Leah Brown,Business;Marketing,Italian;Japanese;Korean,PhD,12,18,Monash University,360
535,Education,Information Technology;Education,82,Soojin Ivanov,Finance;Computer Science;Psychology,Korean,Mixed,19,18,Monash University,360
535,Education,Information Technology;Education,83,Priya Yang,Business;Public Health;Banking,Thai;Italian;German,Mixed,4,18,Monash University,360
535,Education,Information Technology;Education,84,Trang Liu,Information Technology;Computer Science,Nepali;Japanese,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,85,Ravi Johnson,Cybersecurity;Artificial Intelligence;Education,Nepali;Russian;Korean,PhD,18,18,Monash University,360
535,Education,Information Technology;Education,86,Aiden Clark,Finance;International Law,Russian;Nepali,Bachelor,4,18,Monash University,360
535,Education,Information Technology;Education,87,Benjamin Ng,Ecology;Marketing;Information Technology,Mandarin,Bachelor,13,18,Monash University,360
535,Education,Information Technology;Education,88,Noelle Garcia,International Law;Ecology;Engineering,Indonesian;Arabic;Italian,PhD,6,18,Monash University,360
535,Education,Information Technology;Education,89,Maria Ahmed,Environmental Science;Banking;Law;Artificial Intelligence,German;English,Master,5,18,Monash University,360
535,Education,Information Technology;Education,90,Maya Sharma,Sustainable Design;Banking;Marketing;Business,Hindi;Nepali,Mixed,19,18,Monash University,360
535,Education,Information Technology;Education,91,Chen Rossi,Accounting;Data Science,Arabic,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,92,Jorge Wilson,Finance;Banking;Renewable Energy;Engineering,Indonesian;Vietnamese;French,PhD,19,18,Monash University,360
535,Education,Information Technology;Education,93,Lucia Choi,Architecture;Nursing;Marketing;Law,Japanese;Italian,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,94,Pavel Fernandez,Sustainable Design;Education;Accounting,Thai;Indonesian;Japanese,Master,4,18,Monash University,360
535,Education,Information Technology;Education,95,Harper Rodriguez,Sustainable Design;Environmental Science,Hindi;English,Bachelor,6,18,Monash University,360
535,Education,Information Technology;Education,96,Ana Clark,Banking;Education;Public Health;Information Technology,Hindi;Spanish;Japanese,PhD,9,18,Monash University,360
535,Education,Information Technology;Education,97,Grace Liu,Public Health;Data Science,Italian,PhD,15,18,Monash University,360
535,Education,Information Technology;Education,98,Hannah Taylor,Computer Science;Data Science;Psychology;Law,Thai;Nepali,Mixed,19,18,Monash University,360
535,Education,Information Technology;Education,99,Alice Ivanov,Accounting;Artificial Intelligence;Psychology,Italian,Mixed,3,18,Monash University,360
535,Education,Information Technology;Education,100,Maria Anderson,Environmental Science;Architecture;Computer Science;Psychology,Thai;Indonesian;Korean,Bachelor,17,18,Monash University,360
535,Education,Information Technology;Education,101,Suresh Davis,Computer Science;Finance;Cybersecurity;Engineering,English,Mixed,13,18,Monash University,360
535,Education,Information Technology;Education,102,Noelle Ivanov,Data Science;Design;Artificial Intelligence;Business,Japanese;Mandarin;Arabic,Mixed,17,18,Monash University,360
535,Education,Information Technology;Education,103,Grace Tran,Law;Education,Arabic;Indonesian,PhD,3,18,Monash University,360
535,Education,Information Technology;Education,104,Levi Clark,Environmental Science;International Law;Information Technology;Renewable Energy,German;Vietnamese,Mixed,1,18,Monash University,360
535,Education,Information Technology;Education,105,Liam Kaur,Artificial Intelligence;Computer Science,English;Vietnamese;Mandarin,Master,8,18,Monash University,360
535,Education,Information Technology;Education,106,Noah Le,Information Technology;Computer Science,Mandarin,Mixed,19,18,Monash University,360
535,Education,Information Technology;Education,107,Keiko Rahman,Psychology;Education;Film,Hindi,Mixed,16,18,Monash University,360
535,Education,Information Technology;Education,108,Suraj Brown,Renewable Energy;Data Science;Engineering,German,Bachelor,17,18,Monash University,360
535,Education,Information Technology;Education,109,Marcus Ng,International Law;Marketing;Business,Vietnamese;Arabic;Spanish,PhD,15,18,Monash University,360
535,Education,Information Technology;Education,110,Elena Hussain,Education;Nursing;International Law,Vietnamese;Italian,PhD,14,18,Monash University,360
535,Education,Information Technology;Education,111,Liam Li,International Law;Psychology;Artificial Intelligence,Thai,Bachelor,15,18,Monash University,360
535,Education,Information Technology;Education,112,Nora Lee,Law;Data Science;Computer Science;Banking,Arabic;Hindi,PhD,12,18,Monash University,360
535,Education,Information Technology;Education,113,Nguyen Hernandez,Engineering;Finance;Computer Science;Film,Japanese;Arabic;German,Bachelor,18,18,Monash University,360
535,Education,Information Technology;Education,114,Noel Anderson,Computer Science;Design;Banking,Italian;Mandarin,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,115,Alice Anderson,Psychology;Artificial Intelligence,Arabic;Korean;Spanish,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,116,Maria Johnson,Artificial Intelligence;Ecology;Law;Nursing,Japanese,Master,10,18,Monash University,360
535,Education,Information Technology;Education,117,Suresh Baker,Public Health;Banking;Accounting;Renewable Energy,Urdu;Nepali,PhD,3,18,Monash University,360
535,Education,Information Technology;Education,118,Maya Zhang,Public Health;Law;Psychology,Thai;Arabic;Spanish,Mixed,6,18,Monash University,360
535,Education,Information Technology;Education,119,Sam Taylor,Architecture;Psychology;Information Technology,Mandarin;Japanese,Mixed,1,18,Monash University,360
535,Education,Information Technology;Education,120,Mei Gupta,Sustainable Design;Architecture;Nursing;Marketing,German;Russian;Mandarin,Master,1,18,Monash University,360
535,Education,Information Technology;Education,121,Aisha Tran,Data Science;Public Health,Mandarin,PhD,13,18,Monash University,360
535,Education,Information Technology;Education,122,Krystal Bianchi,Education;Renewable Energy;Information Technology,Nepali;Hindi;Italian,Bachelor,4,18,Monash University,360
535,Education,Information Technology;Education,123,Suresh Li,Architecture;Information Technology,Russian;Japanese;Italian,PhD,9,18,Monash University,360
535,Education,Information Technology;Education,124,Lara Zhang,Law;Architecture;Engineering;Public Health,Thai,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,125,Benjamin Xu,Information Technology;Marketing;International Law;Environmental Science,Nepali;German;Italian,Master,4,18,Monash University,360
535,Education,Information Technology;Education,126,Amir Gupta,Information Technology;Environmental Science;Education,German;Thai;Mandarin,Master,11,18,Monash University,360
535,Education,Information Technology;Education,127,Nadia Chan,Artificial Intelligence;Renewable Energy;Architecture,Russian,Bachelor,15,18,Monash University,360
535,Education,Information Technology;Education,128,Lara Rossi,Ecology;Film;Cybersecurity,English,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,129,Noah Zhang,Ecology;Data Science;Environmental Science;Sustainable Design,Nepali;Arabic;English,Mixed,3,18,Monash University,360
535,Education,Information Technology;Education,130,Ravi Khan,Cybersecurity;Computer Science;Finance;Architecture,German;Nepali;Spanish,Mixed,5,18,Monash University,360
535,Education,Information Technology;Education,131,Qiang Bianchi,Business;Design,Italian,Master,11,18,Monash University,360
535,Education,Information Technology;Education,132,Tom Gupta,Accounting;International Law;Nursing;Education,German;Arabic,PhD,13,18,Monash University,360
535,Education,Information Technology;Education,133,Farah Liu,Renewable Energy;Education,Vietnamese;Nepali,Master,19,18,Monash University,360
535,Education,Information Technology;Education,134,Theo Li,Film;Engineering,Nepali;Italian;German,Mixed,19,18,Monash University,360
535,Education,Information Technology;Education,135,Hanna Jamal,Banking;Finance;Public Health,Arabic,Master,15,18,Monash University,360
535,Education,Information Technology;Education,136,Grace Trivedi,Renewable Energy;Marketing;Nursing,German;English,Mixed,4,18,Monash University,360
535,Education,Information Technology;Education,137,Ethan Li,Nursing;Education,Italian;Mandarin,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,138,Sofia Kumar,Accounting;Nursing;Banking;Engineering,Hindi;Korean,Mixed,8,18,Monash University,360
535,Education,Information Technology;Education,139,Camila Xu,Public Health;Finance;Sustainable Design;Information Technology,French,PhD,18,18,Monash University,360
535,Education,Information Technology;Education,140,Rohan Jones,Architecture;Artificial Intelligence,Spanish;Thai,Master,10,18,Monash University,360
535,Education,Information Technology;Education,141,Mateo Khan,Information Technology;Law;Design;Sustainable Design,German;Japanese;Russian,Bachelor,17,18,Monash University,360
535,Education,Information Technology;Education,142,Emma Omar,Film;Education;Accounting;Artificial Intelligence,Arabic;German;Vietnamese,PhD,7,18,Monash University,360
535,Education,Information Technology;Education,143,Mei Grant,International Law;Law,Nepali;Italian;Vietnamese,PhD,16,18,Monash University,360
535,Education,Information Technology;Education,144,Mateo Lopez,Ecology;Environmental Science;Nursing,Russian,Bachelor,10,18,Monash University,360
535,Education,Information Technology;Education,145,Hannah Khan,Renewable Energy;Architecture,Arabic,Master,3,18,Monash University,360
535,Education,Information Technology;Education,146,Mei Bianchi,Accounting;Nursing;Data Science,Russian;Mandarin,Bachelor,19,18,Monash University,360
535,Education,Information Technology;Education,147,Mateo Baker,Ecology;Banking;Cybersecurity;Renewable Energy,Spanish;Vietnamese,PhD,3,18,Monash University,360
535,Education,Information Technology;Education,148,Keiko Trivedi,Design;International Law;Psychology,Indonesian,Bachelor,12,18,Monash University,360
535,Education,Information Technology;Education,149,Qiang Chen,Nursing;Data Science;Sustainable Design;Computer Science,Nepali;Thai,Mixed,10,18,Monash University,360
535,Education,Information Technology;Education,150,Theo Khan,Design;Data Science;Artificial Intelligence;Education,Nepali,Mixed,3,18,Monash University,360
535,Education,Information Technology;Education,151,Alice Miller,Law;Architecture,Korean;Italian;Hindi,PhD,11,18,Monash University,360
535,Education,Information Technology;Education,152,Chloe Chan,Design;Banking;Architecture,Spanish;Mandarin;Hindi,Bachelor,13,18,Monash University,360
535,Education,Information Technology;Education,153,Noor Hernandez,Computer Science;Engineering;Banking;Artificial Intelligence,Korean;Urdu;Russian,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,154,Kim Rodriguez,Business;Law;Architecture,Italian;Japanese;Korean,Bachelor,19,18,Monash University,360
535,Education,Information Technology;Education,155,Harper Davis,Artificial Intelligence;Architecture;Ecology,Spanish,Master,9,18,Monash University,360
535,Education,Information Technology;Education,156,Harper Patel,Architecture;Artificial Intelligence;Computer Science,English;Vietnamese,Master,5,18,Monash University,360
535,Education,Information Technology;Education,157,Ivy Chen,International Law;Accounting,Korean;Arabic;Urdu,Bachelor,4,18,Monash University,360
535,Education,Information Technology;Education,158,David Xu,Ecology;Finance;Sustainable Design,Indonesian,Bachelor,17,18,Monash University,360
535,Education,Information Technology;Education,159,Grace Jackson,International Law;Cybersecurity;Finance,Urdu;French,Master,3,18,Monash University,360
535,Education,Information Technology;Education,160,Kai Wilson,Law;Computer Science,Vietnamese;French,Master,18,18,Monash University,360
535,Education,Information Technology;Education,161,Daniel Wang,Public Health;Data Science;Ecology,German;Italian;French,Mixed,9,18,Monash University,360
535,Education,Information Technology;Education,162,Mina Tran,Design;Ecology,Thai,Master,9,18,Monash University,360
535,Education,Information Technology;Education,163,Soojin Davis,Education;Marketing;Design,Hindi,Bachelor,16,18,Monash University,360
535,Education,Information Technology;Education,164,Sofia Choi,Finance;Public Health,Mandarin;Nepali,Mixed,14,18,Monash University,360
535,Education,Information Technology;Education,165,Benjamin Anderson,Engineering;Film,Italian;Nepali,Master,4,18,Monash University,360
535,Education,Information Technology;Education,166,Grace Nguyen,Design;International Law;Business;Law,Urdu,Bachelor,3,18,Monash University,360
535,Education,Information Technology;Education,167,Fatima Yang,Psychology;Public Health;Renewable Energy;International Law,Russian,Bachelor,11,18,Monash University,360
535,Education,Information Technology;Education,168,Levi Fisher,Accounting;Artificial Intelligence,Urdu,Mixed,5,18,Monash University,360
535,Education,Information Technology;Education,169,Karan Fisher,Engineering;International Law;Banking,Russian,Mixed,7,18,Monash University,360
535,Education,Information Technology;Education,170,Qiang Lopez,Nursing;Psychology;Law,English,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,171,Soojin Grant,Education;Sustainable Design;Computer Science,Hindi;Vietnamese;Thai,Bachelor,3,18,Monash University,360
535,Education,Information Technology;Education,172,Karan Lopez,Environmental Science;Computer Science,Hindi;Urdu;Italian,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,173,Jacob Nakamura,Engineering;Data Science,Vietnamese;Urdu;Mandarin,PhD,19,18,Monash University,360
535,Education,Information Technology;Education,174,Emma Rossi,Law;Architecture;Finance,Indonesian;Thai;Vietnamese,Master,5,18,Monash University,360
535,Education,Information Technology;Education,175,Theo Miller,Psychology;Banking;Information Technology,Indonesian,Master,18,18,Monash University,360
535,Education,Information Technology;Education,176,Maria Hussain,Sustainable Design;Renewable Energy;Artificial Intelligence;Architecture,French,Mixed,11,18,Monash University,360
535,Education,Information Technology;Education,177,Yuki Jamal,Banking;Business,Thai;French;Urdu,Mixed,12,18,Monash University,360
535,Education,Information Technology;Education,178,Yuki Williams,Artificial Intelligence;Renewable Energy,Urdu;Hindi,Bachelor,7,18,Monash University,360
535,Education,Information Technology;Education,179,Hiroshi Wang,Environmental Science;Architecture;Information Technology;Banking,Thai;Italian;German,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,180,Rosa Le,Marketing;Information Technology,Thai,Master,19,18,Monash University,360
535,Education,Information Technology;Education,181,Riya Park,Public Health;Business;Ecology;Education,Vietnamese;Korean,PhD,1,18,Monash University,360
535,Education,Information Technology;Education,182,Noor Rodriguez,Nursing;Environmental Science;Renewable Energy;Data Science,Italian,PhD,6,18,Monash University,360
535,Education,Information Technology;Education,183,Eli Patel,Ecology;Finance;Law,German;Japanese;Vietnamese,Mixed,13,18,Monash University,360
535,Education,Information Technology;Education,184,Alex Smith,Renewable Energy;Information Technology;Design;Business,Vietnamese;Indonesian;Thai,Master,7,18,Monash University,360
535,Education,Information Technology;Education,185,Nora O'Neill,Psychology;Banking;Artificial Intelligence,Nepali;French;Korean,Bachelor,8,18,Monash University,360
535,Education,Information Technology;Education,186,Levi Lee,Artificial Intelligence;Computer Science;Renewable Energy,Japanese,Mixed,1,18,Monash University,360
535,Education,Information Technology;Education,187,Eli Tran,International Law;Nursing;Public Health,Urdu;Vietnamese;Hindi,Bachelor,8,18,Monash University,360
535,Education,Information Technology;Education,188,Leah Miller,Law;Information Technology;Finance;Business,Indonesian;French;Thai,PhD,16,18,Monash University,360
535,Education,Information Technology;Education,189,Hanna Ivanov,Renewable Energy;Law;Finance,Italian;Mandarin;French,Bachelor,1,18,Monash University,360
535,Education,Information Technology;Education,190,Jorge Jones,Sustainable Design;Environmental Science,Italian;Arabic,Bachelor,19,18,Monash University,360
535,Education,Information Technology;Education,191,Sam Kumar,Business;Ecology;Cybersecurity,Spanish;Thai;Korean,Master,7,18,Monash University,360
535,Education,Information Technology;Education,192,Ivy O'Neill,Business;Public Health;Ecology,Japanese;Thai,Master,15,18,Monash University,360
535,Education,Information Technology;Education,193,Lara Chan,Ecology;Information Technology,Mandarin;Arabic;French,Bachelor,7,18,Monash University,360
535,Education,Information Technology;Education,194,Nguyen Wilson,Data Science;Cybersecurity;Business;Banking,French;Japanese;Urdu,Mixed,2,18,Monash University,360
535,Education,Information Technology;Education,195,Niko Yang,Computer Science;Education,Russian;Thai;Indonesian,PhD,7,18,Monash University,360
535,Education,Information Technology;Education,196,Jacob Green,Education;Marketing;Information Technology,Thai;Spanish,PhD,6,18,Monash University,360
535,Education,Information Technology;Education,197,Hannah Liu,Design;Architecture;Marketing;Public Health,Vietnamese;Thai,PhD,17,18,Monash University,360
535,Education,Information Technology;Education,198,Evelyn Omar,Psychology;Engineering;Computer Science;Marketing,German;Japanese;Thai,PhD,15,18,Monash University,360
535,Education,Information Technology;Education,199,Mila Green,Engineering;Marketing;Cybersecurity,English;Arabic,Mixed,3,18,Monash University,360
535,Education,Information Technology;Education,200,Marcus Yang,Information Technology;Engineering;Banking;International Law,Urdu;Russian,Master,10,18,Monash University,360
535,Education,Information Technology;Education,201,Nguyen Lee,Design;Data Science,Vietnamese;Thai,Bachelor,4,18,Monash University,360
535,Education,Information Technology;Education,202,Ravi Le,Law;Nursing,Japanese,PhD,8,18,Monash University,360
535,Education,Information Technology;Education,203,Julia Xu,Public Health;Cybersecurity,Arabic;Indonesian;French,Mixed,13,18,Monash University,360
535,Education,Information Technology;Education,204,Jorge Taylor,Cybersecurity;Public Health;Banking;Nursing,Vietnamese;English;Hindi,Master,17,18,Monash University,360
535,Education,Information Technology;Education,205,Luca Green,Design;Engineering;International Law;Computer Science,English;Hindi,Master,4,18,Monash University,360
535,Education,Information Technology;Education,206,Qiang Lopez,Design;Education,German;Russian,Master,6,18,Monash University,360
535,Education,Information Technology;Education,207,Nadia Johnson,Finance;Engineering;Cybersecurity,Thai,Mixed,10,18,Monash University,360
535,Education,Information Technology;Education,208,Ivy Trivedi,Cybersecurity;Business;Law,Hindi,Mixed,9,18,Monash University,360
535,Education,Information Technology;Education,209,Kim Singh,Psychology;Computer Science,Italian;German;Korean,Bachelor,5,18,Monash University,360
535,Education,Information Technology;Education,210,Li Jones,Accounting;Environmental Science;Banking;Sustainable Design,Korean;Urdu;Mandarin,Master,8,18,Monash University,360
535,Education,Information Technology;Education,211,Maya Campbell,Renewable Energy;Public Health;Psychology;Information Technology,Indonesian;Thai;Mandarin,Mixed,13,18,Monash University,360
535,Education,Information Technology;Education,212,Aria Fisher,Cybersecurity;Computer Science;Environmental Science,Vietnamese;English;Russian,Master,2,18,Monash University,360
535,Education,Information Technology;Education,213,Dinesh Choi,Law;Nursing;Information Technology;Banking,Arabic;Korean,Mixed,9,18,Monash University,360
535,Education,Information Technology;Education,214,Emma Zhang,International Law;Architecture;Computer Science,Arabic,Bachelor,7,18,Monash University,360
